group,case,seed,run_dir,step,Delta,method,virtual_work_reaction_N,exact_top_mode_available,reason
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,29,8.9e-05,saved_field_scaled_displacement_virtual_work_proxy,-87.87800950617812,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,30,9.2e-05,saved_field_scaled_displacement_virtual_work_proxy,-93.40191680360583,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,31,9.5e-05,saved_field_scaled_displacement_virtual_work_proxy,-101.52081098777559,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,32,9.8e-05,saved_field_scaled_displacement_virtual_work_proxy,-107.90067611261496,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,33,0.0001,saved_field_scaled_displacement_virtual_work_proxy,-111.55984237051312,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,34,0.000102,saved_field_scaled_displacement_virtual_work_proxy,-116.54540264085526,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,35,0.000104,saved_field_scaled_displacement_virtual_work_proxy,-118.95306544369797,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,36,0.000106,saved_field_scaled_displacement_virtual_work_proxy,-124.37750387092592,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,37,0.000108,saved_field_scaled_displacement_virtual_work_proxy,-128.6323550441278,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,38,0.00011,saved_field_scaled_displacement_virtual_work_proxy,-134.0645221143515,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,39,0.000112,saved_field_scaled_displacement_virtual_work_proxy,-138.03859800567187,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,40,0.000115,saved_field_scaled_displacement_virtual_work_proxy,-144.5483396307218,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,41,0.000118,saved_field_scaled_displacement_virtual_work_proxy,-149.49687273213243,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,42,0.00012,saved_field_scaled_displacement_virtual_work_proxy,-155.6906202360139,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,43,0.000125,saved_field_scaled_displacement_virtual_work_proxy,-166.41121776060987,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,44,0.00013,saved_field_scaled_displacement_virtual_work_proxy,-177.2412490960872,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,45,0.000135,saved_field_scaled_displacement_virtual_work_proxy,-188.58861745168662,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,46,0.00014,saved_field_scaled_displacement_virtual_work_proxy,-196.70800987804452,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,47,0.000145,saved_field_scaled_displacement_virtual_work_proxy,-209.38668913927953,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,48,0.00015,saved_field_scaled_displacement_virtual_work_proxy,-221.76809455945696,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,49,0.000155,saved_field_scaled_displacement_virtual_work_proxy,-231.08660035506492,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,50,0.00016,saved_field_scaled_displacement_virtual_work_proxy,-244.09194139571468,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,51,0.00017,saved_field_scaled_displacement_virtual_work_proxy,-266.2606150574193,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,52,0.00018,saved_field_scaled_displacement_virtual_work_proxy,-288.56360452570306,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,53,0.00019,saved_field_scaled_displacement_virtual_work_proxy,-311.3335686780035,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,54,0.0002,saved_field_scaled_displacement_virtual_work_proxy,-332.3969648776241,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,0,1e-06,saved_field_scaled_displacement_virtual_work_proxy,0.054174031204676384,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,1,5e-06,saved_field_scaled_displacement_virtual_work_proxy,0.2679199067353502,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,2,1e-05,saved_field_scaled_displacement_virtual_work_proxy,0.5275964290632167,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,3,1.5e-05,saved_field_scaled_displacement_virtual_work_proxy,0.7652240032665476,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,4,2e-05,saved_field_scaled_displacement_virtual_work_proxy,0.9579625036248606,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,5,2.5e-05,saved_field_scaled_displacement_virtual_work_proxy,0.9427055680489441,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,6,3e-05,saved_field_scaled_displacement_virtual_work_proxy,0.40942745131591735,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,7,3.5e-05,saved_field_scaled_displacement_virtual_work_proxy,-0.9295451082447377,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,8,4e-05,saved_field_scaled_displacement_virtual_work_proxy,-3.1301866334443016,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,9,4.5e-05,saved_field_scaled_displacement_virtual_work_proxy,-6.92146737302039,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,10,4.7e-05,saved_field_scaled_displacement_virtual_work_proxy,-8.70437778414063,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,11,4.9e-05,saved_field_scaled_displacement_virtual_work_proxy,-10.918715175894702,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,12,5.1e-05,saved_field_scaled_displacement_virtual_work_proxy,-13.338474841553097,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,13,5.3e-05,saved_field_scaled_displacement_virtual_work_proxy,-16.264681339708304,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,14,5.5e-05,saved_field_scaled_displacement_virtual_work_proxy,-19.290781871347562,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,15,5.7e-05,saved_field_scaled_displacement_virtual_work_proxy,-22.48546699915104,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,16,5.9e-05,saved_field_scaled_displacement_virtual_work_proxy,-25.46599958700929,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,17,6.1e-05,saved_field_scaled_displacement_virtual_work_proxy,-29.26333481153591,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,18,6.3e-05,saved_field_scaled_displacement_virtual_work_proxy,-33.354060116624694,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,19,6.5e-05,saved_field_scaled_displacement_virtual_work_proxy,-37.058413061874425,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,20,6.7e-05,saved_field_scaled_displacement_virtual_work_proxy,-41.102005691875945,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,21,6.9e-05,saved_field_scaled_displacement_virtual_work_proxy,-45.38598889138956,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0040,D0040_seed42_default_unitbox,42,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_42_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed42_history_default_unitbox,22,7.1e-05,saved_field_scaled_displacement_virtual_work_proxy,-49.67991782214553,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
