group,case,seed,step,Delta,strain,mechanics_current_energy_proxy,history_elastic_energy_proxy,fracture_energy_proxy,saved_field_energy_fd_proxy_N,saved_field_history_energy_fd_proxy_N,saved_field_virtual_work_proxy_N,legacy_top_sigma_integral_N,alpha0p8_through_crack,method,exact_autograd_available
D0040,D0040_seed42_default_unitbox,42,3,1.5e-05,0.0015,9.246300527222557e-09,9.246304186511554e-09,2.3138001687754024e-10,1.1578875413150684,1.157890083820833,0.7652240032665476,0.5313722341460729,False,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,4,2e-05,0.002,1.577857491639406e-08,1.5778600455194417e-08,7.79444395374443e-10,1.3363436392697854,1.3378120371679134,0.9579625036248606,0.6396984170346769,False,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,5,2.5e-05,0.0025,2.2609736919920414e-08,2.262442455819069e-08,2.411298906018465e-09,1.3224070638552738,1.3333860340951713,0.9427055680489441,0.691014650322044,False,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,6,3e-05,0.003,2.9002645554946792e-08,2.911246079614613e-08,5.03061190571861e-09,1.1668161187661312,1.1945478249351764,0.40942745131591735,0.7109322411737511,False,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,7,3.5e-05,0.0034999999999999996,3.427789810758172e-08,3.4569902807542445e-08,8.545622821381482e-09,0.8875450321736561,0.9349768404917315,-0.9295451082447377,0.6984669667797315,False,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,8,4e-05,0.004,3.7878095876683346e-08,3.846222920106344e-08,1.2693763751379009e-08,0.46229160624006993,0.5530974191455345,-3.1301866334443016,0.6793973173622648,False,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,9,4.5e-05,0.0045000000000000005,3.890081416998243e-08,4.01008769989978e-08,1.7346598452648283e-08,0.07598301307824157,0.1755750545171953,-6.92146737302039,0.7301679191028242,False,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,10,4.7e-05,0.004699999999999999,3.894993167967365e-08,4.033030350397644e-08,1.8909242855529044e-08,-0.06563732898552839,0.05714569772746758,-8.70437778414063,0.737795778358166,False,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,11,4.9e-05,0.0049,3.8638264854040315e-08,4.032945978990767e-08,2.034752212773858e-08,-0.2608693357832679,-0.05266851131377308,-10.918715175894702,0.7338106276535717,False,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,12,5.1e-05,0.0050999999999999995,3.790645433654058e-08,4.0119629458721355e-08,2.1644146913934153e-08,-0.42289404990139384,-0.14216769551785197,-13.338474841553097,0.7273923672859635,False,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,13,5.3e-05,0.0053,3.694668865443474e-08,3.976078900783626e-08,2.2724850669738627e-08,-0.46281833481622014,-0.1739620542827638,-16.264681339708304,0.7479105092814754,False,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,14,5.5e-05,0.0055,3.60551809972757e-08,3.9423781241590296e-08,2.3480978656749325e-08,-0.4867206647211578,-0.14183638280412456,-19.290781871347562,0.7530319747592928,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,15,5.7e-05,0.0057,3.4999805995550106e-08,3.919344347661976e-08,2.3946464844262432e-08,-0.32900597565267353,-0.08770710360907555,-22.48546699915104,0.7465255626898747,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,16,5.9e-05,0.0059,3.4739157094665e-08,3.907295282715399e-08,2.4180167044010666e-08,-0.3211994757613863,-0.057325787218173024,-25.46599958700929,0.7416439638359881,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,17,6.1e-05,0.0060999999999999995,3.371500809250456e-08,3.8964140327747066e-08,2.43758131894298e-08,-0.40923208488425133,-0.043742773382933475,-29.26333481153591,0.7641109282126209,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,18,6.3e-05,0.0063,3.3102228755128e-08,3.8897981733622256e-08,2.4499149805088204e-08,-0.32747593393949415,-0.02940741620121451,-33.354060116624694,0.7853173446340777,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,19,6.5e-05,0.0065,3.2405104356746585e-08,3.884651066294221e-08,2.4595211816824262e-08,-0.2720875082297975,-0.020455584678294447,-37.058413061874425,0.7671042999385372,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,20,6.7e-05,0.0067,3.201387872220882e-08,3.881615939490908e-08,2.4652947183280588e-08,-0.24764242217762722,-0.014308009091090063,-41.102005691875945,0.7590694600501504,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,21,6.9e-05,0.0069,3.1414534668036076e-08,3.8789278626577846e-08,2.4710642415725366e-08,-0.2713856510428124,-0.009804512784391747,-45.38598889138956,0.7605201510278218,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,22,7.1e-05,0.0071,3.0928336118037574e-08,3.877694134377151e-08,2.4726070443975266e-08,-0.19615099982157014,-0.00262321174848007,-49.67991782214553,0.8463920116372794,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,23,7.3e-05,0.0073,3.062993066874979e-08,3.8778785779583926e-08,2.4743034859351665e-08,-0.25244899480526917,-0.0030388921690716053,-53.88111498235646,0.8276024286786259,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,24,7.5e-05,0.007499999999999999,2.99185401388165e-08,3.8764785775095224e-08,2.4775353994822004e-08,-0.2961562459674761,-0.0057118861546481825,-58.80795700371494,0.863983230613214,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,25,7.7e-05,0.0077,2.944530568487989e-08,3.875593823496533e-08,2.4812281072175827e-08,-0.17107282712559585,-0.0033429469183492155,-63.685664505145425,0.8564821852754931,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,26,8e-05,0.008,2.9227037002795298e-08,3.875077309836997e-08,2.4842261133476622e-08,-0.08333145703683878,6.401749245987798e-05,-70.28024616613979,0.8340883286122648,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,27,8.3e-05,0.0083,2.8945316942658858e-08,3.875632233992009e-08,2.4844760050350694e-08,-0.1603915219450412,-0.0005458577814780249,-76.53974992634014,0.85456567239304,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,28,8.6e-05,0.0086,2.826468787112505e-08,3.874749795168111e-08,2.488462548617846e-08,-0.1592747819648124,0.001635683092623963,-83.7794894371823,0.8552665016318166,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,29,8.9e-05,0.0089,2.798966825086998e-08,3.8766136438475825e-08,2.487292788431782e-08,-0.2605987448859861,0.0030656901146642115,-90.17556912497675,0.8505725868827633,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,30,9.2e-05,0.0092,2.6701095401809126e-08,3.87658920923691e-08,2.4899054824768905e-08,-0.0959667312086408,0.0016989784049426318,-98.80763065394369,0.8339823441650782,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,31,9.5e-05,0.0095,2.7413867863618137e-08,3.877633030890548e-08,2.4899947778803915e-08,0.1463175295264678,0.0035973778429454484,-103.23271962313399,0.8968547281035889,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,32,9.8e-05,0.0098,2.757900057896794e-08,3.8787476359426766e-08,2.491264903472594e-08,-0.061069340568934566,0.0009316709809574497,-109.94960667218417,0.9163715271885304,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,33,0.0001,0.01,2.7302043792471577e-08,3.8785628129131603e-08,2.4926114741787387e-08,-0.43417824657693804,0.003245298820227921,-114.45556190966366,0.8663928437020306,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,34,0.000102,0.010199999999999999,2.5842287592660195e-08,3.8800457554707676e-08,2.4929466019030455e-08,-0.18557099210307018,0.005451310983834237,-121.28479751861094,0.8696548150363428,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,35,0.000104,0.0104,2.6559759824059296e-08,3.880743337306694e-08,2.494989156875224e-08,-0.033738886574635925,0.004948026079481735,-125.07193258253547,0.8313150135144525,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,36,0.000106,0.0106,2.570733204636164e-08,3.88202496590256e-08,2.494421686567133e-08,-0.40695264702406747,0.006262808183400345,-131.62381567203659,0.8662040680427696,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,37,0.000108,0.010799999999999999,2.4931949235963022e-08,3.883248460580054e-08,2.494835386272591e-08,-0.21252790074576844,0.006680978990151326,-137.41068933333216,0.8615462822579515,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,38,0.00011,0.011,2.4857220443378575e-08,3.884697357498621e-08,2.4938914589619266e-08,0.09515837981789471,0.0045105746659755,-141.54427679702127,0.9434447999205452,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,39,0.000112,0.0112,2.5312582755234596e-08,3.885052690446444e-08,2.494972764847657e-08,0.0649137762630367,0.003505675263222943,-145.34064869710872,0.9324985525912356,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,40,0.000115,0.0115,2.477487087553131e-08,3.886882447761259e-08,2.4954693273341078e-08,0.0009216061928234501,0.005758165607301982,-152.7600169550511,0.9074078955780659,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,41,0.000118,0.0118,2.5318112392391535e-08,3.888507589810824e-08,2.496599328958624e-08,0.02255595373119,0.007266591005422249,-157.19304467617883,0.9758415466697542,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,42,0.00012,0.012,2.515185823066873e-08,3.8902075014572686e-08,2.4959238698876176e-08,-0.07549854431412764,0.008276618601168757,-162.6781517422713,0.9877077459055997,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,43,0.000125,0.0125,2.4869722215939007e-08,3.8940671362190324e-08,2.4954120093859858e-08,-0.04879848934506931,0.006502180066462419,-173.9886730978271,0.9792608219213933,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,44,0.00013,0.013,2.466387333721804e-08,3.8967096815237314e-08,2.4960728773875033e-08,0.037787713314334746,0.005568323421826279,-184.8178650430591,0.9397857614345291,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,45,0.000135,0.0135,2.524759934908235e-08,3.8996354596408585e-08,2.4955808772102342e-08,0.054998326465934694,0.005497966514973664,-193.53065946453128,0.8728852759644647,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,46,0.00014,0.013999999999999999,2.521385660187739e-08,3.9022076480387055e-08,2.4970823542365154e-08,0.02669065758985822,0.0062768361409264,-205.6224729468907,0.9326309784866686,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,47,0.000145,0.014499999999999999,2.551450592498093e-08,3.905912295781784e-08,2.4976465074325236e-08,0.003668193668574307,0.007716812429231588,-216.46919460524862,0.9631068291307195,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,48,0.00015,0.014999999999999998,2.525053853856314e-08,3.9099244604679374e-08,2.4986737626607806e-08,-0.06940953213244215,0.006863895356387737,-228.79306564086838,0.920143450051258,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,49,0.000155,0.0155,2.4820410603656507e-08,3.9127761911381714e-08,2.5000377878417923e-08,-0.08016872102000525,0.009412873474203866,-240.09652056804856,0.9893059805178724,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,50,0.00016,0.016,2.4448851328363087e-08,3.919337333942142e-08,2.4991583120236753e-08,-0.08181661180489046,0.011531021490445445,-251.5613069332922,0.9631908533524491,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,51,0.00017,0.017,2.348059007539005e-08,3.927685827197597e-08,2.5005850780005216e-08,-0.039973844400999214,0.008248008307413547,-277.63397602609876,0.9898702673690796,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,52,0.00018,0.018000000000000002,2.3649374440343103e-08,3.9358333505569685e-08,2.5013402663960907e-08,0.01962460398876459,0.00880548072625673,-298.79230009787824,0.8436720289997439,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,53,0.00019,0.019,2.3873082155165343e-08,3.94529678865011e-08,2.503418857912711e-08,0.03016941084061698,0.011023493536049464,-321.27661105484674,0.9231838485510169,True,saved_field_proxy,False
D0040,D0040_seed42_default_unitbox,42,54,0.0002,0.02,2.4252762657155443e-08,3.9578803376290674e-08,2.5017169153054608e-08,0.03796805019901005,0.012583548978957644,-343.5424193535626,0.9192553796006827,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,0,1e-06,9.999999999999999e-05,3.601863236485423e-11,3.601863236485423e-11,1.2220206359406058e-15,0.2529407527755034,0.25294075294133245,0.054218956884240346,0.03724019689017172,False,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,1,5e-06,0.0005,1.047781643466868e-09,1.0477816441301843e-09,1.7352510198614273e-12,0.42058675928369954,0.42058677792823324,0.2691335371272752,0.19506772747907813,False,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,2,1e-05,0.001,4.198502980561592e-09,4.198503189939481e-09,4.454600460306163e-11,0.8199533457681762,0.819953602151375,0.5298277181035735,0.3810431370806624,False,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,3,1.5e-05,0.0015,9.247315101148629e-09,9.247317665643932e-09,2.299145187486273e-10,1.158663281060197,1.1586650799814828,0.7674337640095772,0.5324371788664786,False,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,4,2e-05,0.002,1.5785135791163563e-08,1.578515398975431e-08,7.727337203725058e-10,1.3338379899113004,1.3352057528920356,0.9621470715869966,0.6410798690604063,False,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,5,2.5e-05,0.0025,2.2585695000261637e-08,2.259937519456429e-08,2.4414483802992027e-09,1.3224565307411633,1.331389447763788,0.9398889472767191,0.6861076338200538,False,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,6,3e-05,0.003,2.9009701098575193e-08,2.9099048467392188e-08,5.042766028636881e-09,1.1702045918102364,1.1961606896744459,0.4658370625149415,0.6936550439547586,False,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,7,3.5e-05,0.0034999999999999996,3.428774091836399e-08,3.456098209130874e-08,8.575085560321367e-09,0.8801741061312904,0.924469464430477,-0.7361010087978155,0.6877238004177538,False,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,8,4e-05,0.004,3.781144215988809e-08,3.8343743111696954e-08,1.2775909237514663e-08,0.4927408603002015,0.5625931098569747,-2.9465785305114482,0.6701765399544242,False,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,9,4.5e-05,0.0045000000000000005,3.921514952136602e-08,4.018691318987849e-08,1.7172602468919034e-08,0.10614402993354248,0.21033971591893214,-6.195500022566741,0.6897196215662094,False,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,10,4.7e-05,0.004699999999999999,3.9287759627343465e-08,4.0480957181942445e-08,1.8710994715735322e-08,-0.01823949092681111,0.09380333305263056,-7.978900490743485,0.7131088285804633,False,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,11,4.9e-05,0.0049,3.914219155765878e-08,4.056212652208901e-08,2.0123006085310365e-08,-0.15061443841029448,-0.02327725664955267,-10.017037856168596,0.7150322508260157,False,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,12,5.1e-05,0.0050999999999999995,3.868530187370228e-08,4.0387848155344236e-08,2.1444212933883713e-08,-0.3202980915640169,-0.13205261188417755,-12.23308953483698,0.7128582664111426,False,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,13,5.3e-05,0.0053,3.7860999191402705e-08,4.00339160745523e-08,2.2585660889606728e-08,-0.3962776814245249,-0.17493139628655363,-14.832742213549441,0.7155696064505835,False,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,14,5.5e-05,0.0055,3.7100191148004184e-08,3.968812257019802e-08,2.3382333236002964e-08,-0.25567347467117874,-0.1384619672799639,-17.608340665019888,0.7072629693601249,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,15,5.7e-05,0.0057,3.6838305292717993e-08,3.9480068205432445e-08,2.3812387551410067e-08,-0.23737530417944874,-0.0914128427035605,-20.22730336295359,0.704153397087716,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,16,5.9e-05,0.0059,3.6150689931286395e-08,3.932247119938379e-08,2.413056514529206e-08,-0.31032832325581305,-0.06774209893191906,-23.434065092073947,0.6886949317820551,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,17,6.1e-05,0.0060999999999999995,3.5596991999694746e-08,3.9209099809704773e-08,2.4345087734434368e-08,-0.19605453589022562,-0.045545871830166354,-26.84778182860828,0.692692500707405,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,18,6.3e-05,0.0063,3.5366471787725495e-08,3.9140287712063125e-08,2.448810991122388e-08,-0.2824903417332006,-0.030085746280005682,-30.131356991637215,0.6808298386039698,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,19,6.5e-05,0.0065,3.446703063276195e-08,3.908875682458475e-08,2.4585260613936278e-08,-0.3344213684007991,-0.02523503234380664,-34.4831081097568,0.7012043757700963,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,20,6.7e-05,0.0067,3.4028786314122305e-08,3.9039347582687905e-08,2.468335481630531e-08,-0.18029700910343616,-0.01663141325232778,-38.275005251089766,0.7002755900550559,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,21,6.9e-05,0.0069,3.37458425963482e-08,3.902223117157543e-08,2.4731096108015447e-08,-0.17698011480803827,-0.011774279119544304,-42.15222135941872,0.7261497185135061,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,22,7.1e-05,0.0071,3.3320865854890155e-08,3.899225046620973e-08,2.4786785792786912e-08,-0.3335018612441957,-0.01335807111741208,-46.208297055391824,0.7216868306905438,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,23,7.3e-05,0.0073,3.2411835151371415e-08,3.8968798887105776e-08,2.4839696899172135e-08,-0.3491502519142719,-0.005001570248063317,-51.1933978674549,0.7347203069397402,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,24,7.5e-05,0.007499999999999999,3.192426484723307e-08,3.897224418521748e-08,2.48504851111929e-08,-0.21472999417939537,-0.005003709465725703,-55.645829463816355,0.7544236570216236,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,25,7.7e-05,0.0077,3.155291517465384e-08,3.894878404924288e-08,2.4898879893816143e-08,-0.10387711732772441,-0.00745611740449615,-59.86387244013153,0.7680470429742193,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,26,8e-05,0.008,3.160937355799917e-08,3.8945648474652e-08,2.492074048219542e-08,-0.13296898426670872,0.0006668839607724963,-65.39945821001041,0.7712236651020162,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,27,8.3e-05,0.0083,3.075510126905359e-08,3.895278535300752e-08,2.4936929461563014e-08,-0.25079222993953065,0.00023136108167048225,-72.8105893720894,0.7906915984136228,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,28,8.6e-05,0.0086,3.010462017836199e-08,3.8947036641142024e-08,2.4961186193062328e-08,-0.15937208871496036,-0.000589545686816538,-79.64872011229646,0.7836327985446447,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,29,8.9e-05,0.0089,2.9798868736763828e-08,3.894924807888662e-08,2.4985051886147097e-08,-0.04730058856972259,0.0024221654170821297,-86.55277164145319,0.7920156979097943,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,30,9.2e-05,0.0092,2.9820816646943655e-08,3.8961569633644516e-08,2.4986942461099576e-08,-0.0852457901378027,0.0034083712514357267,-92.50067568467058,0.7920017163011058,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,31,9.5e-05,0.0095,2.928739399593701e-08,3.896969830639524e-08,2.500665225252185e-08,-0.1461265113534664,0.0029798780773384465,-99.89199122062102,0.7958803769827807,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,32,9.8e-05,0.0098,2.8944057578822856e-08,3.897944890210855e-08,2.5013946681924852e-08,-0.03644741198054538,0.0031994719211520667,-106.6423160927572,0.7773010326264428,True,saved_field_proxy,False
D0020,D0020_seed7_default_unitbox,7,33,0.0001,0.01,2.8975160168716216e-08,3.898578021041758e-08,2.5023694107782224e-08,0.01555129494667997,0.003165654154515399,-110.92317713675307,0.7899184746855936,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,0,1e-06,9.999999999999999e-05,3.601073251772688e-11,3.601073251772688e-11,6.072019970965966e-15,0.25327316239533537,0.25327316628393126,0.05400784070670412,0.03744230257884912,False,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,1,5e-06,0.0005,1.0491033820990686e-09,1.0491033976534523e-09,9.82905604522489e-13,0.4204905406614143,0.4204906032909384,0.2695150957735603,0.1916362712645624,False,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,2,1e-05,0.001,4.196664699569133e-09,4.19666539540194e-09,4.6083089793796305e-11,0.8194340804820748,0.8194344015857515,0.528502621483726,0.374724307657355,False,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,3,1.5e-05,0.0015,9.243444186919814e-09,9.243447413510965e-09,2.338167238894144e-10,1.1562835430503606,1.156286478786312,0.7649357030476781,0.5270640479271921,False,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,4,2e-05,0.002,1.575950013007274e-08,1.575953018326506e-08,7.962832224283292e-10,1.331771600852385,1.3333805662725027,0.9546115425715627,0.6375848130513062,False,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,5,2.5e-05,0.0025,2.256116019544367e-08,2.2577253076235998e-08,2.460041594014341e-09,1.3278793581543182,1.3360288819159774,0.9285786585439331,0.6888980877150641,False,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,6,3e-05,0.003,2.903829371161592e-08,2.911981900242483e-08,5.024429578545377e-09,1.1768585077215639,1.2023334655394333,0.4874037861855119,0.6947876467664138,False,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,7,3.5e-05,0.0034999999999999996,3.43297452726593e-08,3.4600587731630324e-08,8.549392036962743e-09,0.8850630346179887,0.9395325331133151,-0.6807285665628187,0.6859508832276519,False,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,8,4e-05,0.004,3.78889240577958e-08,3.851514433355798e-08,1.2719164539426757e-08,0.44823440938146236,0.5430007623909837,-2.7262340452771467,0.685814094410136,False,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,9,4.5e-05,0.0045000000000000005,3.8812089366473935e-08,4.003059535554017e-08,1.74666621216763e-08,0.07139679791046648,0.1613175448731668,-6.183524013476213,0.7361579979257612,False,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,10,4.7e-05,0.004699999999999999,3.886429395123473e-08,4.0239812317667876e-08,1.8984307743568126e-08,-0.018364618245166747,0.051468170058263304,-7.8628642243230065,0.7570225609060944,False,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,11,4.9e-05,0.0049,3.873863089349327e-08,4.0236468035773226e-08,2.035079928583402e-08,-0.1992178205018572,-0.05278646649551494,-9.630379177853738,0.7596229805484553,False,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,12,5.1e-05,0.0050999999999999995,3.806742266922729e-08,4.002866645168581e-08,2.1580340333281215e-08,-0.4042791857144113,-0.14486401996198667,-11.98565099918784,0.7773960692541569,False,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,13,5.3e-05,0.0053,3.712151415063562e-08,3.9657011955925275e-08,2.2633892731513424e-08,-0.3668327671747778,-0.16455987356548024,-14.42204597533391,0.7797359786197644,False,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,14,5.5e-05,0.0055,3.6600091600528184e-08,3.937042695742389e-08,2.3296904074946705e-08,-0.3121347093424081,-0.1194911739105034,-16.985382978025335,0.7813714869508857,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,15,5.7e-05,0.0057,3.587297531326599e-08,3.917904726028327e-08,2.3715363626700504e-08,-0.49060546404744443,-0.08989143930514427,-19.9643591516044,0.7718715268457221,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,16,5.9e-05,0.0059,3.4637669744338414e-08,3.9010861200203314e-08,2.405834268711039e-08,-0.500107642862185,-0.061992859843176124,-23.634466312294464,0.7737341137141779,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,17,6.1e-05,0.0060999999999999995,3.3872544741817256e-08,3.8931075820910564e-08,2.4230088107594857e-08,-0.35877629518333076,-0.04213128976928229,-27.513938858859962,0.773297351631869,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,18,6.3e-05,0.0063,3.3202564563605085e-08,3.884233604112619e-08,2.43940180518171e-08,-0.3907786065938685,-0.035218747115556975,-30.86938007419381,0.775515057348396,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,19,6.5e-05,0.0065,3.230943031544178e-08,3.879020083244834e-08,2.4497189097311865e-08,-0.254702972166853,-0.020965308379432626,-34.924215154397686,0.7351456846633146,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,20,6.7e-05,0.0067,3.218375267493768e-08,3.8758474807608455e-08,2.456648676030715e-08,-0.1860038515689496,-0.015454478378976871,-38.4249289959857,0.749803256529474,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,21,6.9e-05,0.0069,3.156541490916598e-08,3.8728382918932436e-08,2.4647612668005998e-08,-0.378404366017257,-0.011183909872631778,-42.43191348155365,0.7628717342399414,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,22,7.1e-05,0.0071,3.067013521086865e-08,3.871373916811793e-08,2.4678048997136284e-08,-0.34823047395120005,-0.006925840547403889,-47.23586533210401,0.7620886119255275,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,23,7.3e-05,0.0073,3.017249301336118e-08,3.8700679556742816e-08,2.471038184480226e-08,-0.28966655218816156,-0.010977865837676418,-51.30913701786959,0.7608506459107669,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,24,7.5e-05,0.007499999999999999,2.9511469002116007e-08,3.866982770476723e-08,2.4772567606260517e-08,-0.45008761753253473,-0.00803271361795449,-55.94187560460548,0.7994232580296121,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,25,7.7e-05,0.0077,2.8372142543231038e-08,3.8668548702271e-08,2.479010312126765e-08,-0.3343006998427224,-0.00145057847934435,-61.25043918895208,0.8470172539580134,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,26,8e-05,0.008,2.842837182690179e-08,3.866054711929243e-08,2.4812974697883085e-08,-0.05826261241147993,-0.0001755293008425668,-66.92819240773228,0.8536250137454936,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,27,8.3e-05,0.0083,2.8022566868762154e-08,3.8667495526465944e-08,2.4818847911391635e-08,-0.2803160001786046,0.0008600040856425115,-73.95109345915768,0.8789771545000438,True,saved_field_proxy,False
D0020,D0020_seed13_default_unitbox,13,28,8.6e-05,0.0086,2.674647582583016e-08,3.866570714380629e-08,2.484895684568441e-08,-0.2703770283191539,0.0013024623856860637,-81.94951503115787,0.9197302442778771,True,saved_field_proxy,False
