case,step,Delta,alpha_min,alpha_mean,alpha_std,alpha_max,alpha_gt_0p5_area_fraction,He_current_mean,He_current_std,He_current_max,He_history_mean,He_history_std,He_history_max,mechanics_drive_mean,mechanics_drive_std,mechanics_drive_max,max_He_current_x,max_He_current_y,max_He_history_x,max_He_history_y,max_mechanics_drive_x,max_mechanics_drive_y,notch_tip_alpha_max,notch_tip_alpha_mean,bulk_alpha_mean,bulk_alpha_p95,bottom_right_alpha_max,bottom_right_alpha_mean,notch_tip_He_current_max,notch_tip_He_current_mean,bulk_He_current_p95,bulk_He_current_mean,bottom_right_He_current_max,bottom_right_He_current_mean,notch_tip_mechanics_drive_max,notch_tip_mechanics_drive_mean,bulk_mechanics_drive_p95,bulk_mechanics_drive_mean,bottom_right_mechanics_drive_max,bottom_right_mechanics_drive_mean,bulk_He_current_p95_over_notch_tip_He_current_max,bottom_right_He_current_max_over_notch_tip_He_current_max,bulk_mechanics_drive_p95_over_notch_tip_mechanics_drive_max,bottom_right_mechanics_drive_max_over_notch_tip_mechanics_drive_max,bulk_alpha_mean_over_notch_tip_alpha_max,bottom_right_alpha_max_over_notch_tip_alpha_max,reaction_N_tm_eff,elastic_energy,fracture_energy,loss_total,loss_log10,bottom_right_He_current_p95,bottom_right_alpha_p95,bottom_right_mechanics_drive_p95,bulk_He_current_max,bulk_alpha_max,bulk_mechanics_drive_max,macro_strain,macro_stress,max_He_current,max_He_history,max_mechanics_drive,notch_tip_He_current_p95,notch_tip_alpha_p95,notch_tip_mechanics_drive_p95
alpha_intact_current_split_full_seed2,0,1e-06,-2.8443337214412168e-06,2.9959829027589432e-05,4.451723687423285e-05,0.0002066195011138916,0.0,6.377846276723062e-07,1.098322368897798e-08,7.763109692859871e-07,6.377846276723062e-07,1.098322368897798e-08,7.763109692859871e-07,6.377846276723062e-07,1.098322368897798e-08,7.763109692859871e-07,0.00029596671811304986,0.009886584244668484,0.00029596671811304986,0.009886584244668484,0.00029596671811304986,0.009886584244668484,-8.351008773388457e-07,-9.656094783304693e-07,2.208742229214385e-05,0.00010308822274964765,6.402715371223167e-05,4.5263133870321326e-05,6.402885901479749e-07,6.401652017738754e-07,6.490611525578061e-07,6.373426561598037e-07,7.684094498472405e-07,7.677881512790918e-07,6.402885901479749e-07,6.401652017738754e-07,6.490611525578061e-07,6.373426561598037e-07,7.684094498472405e-07,7.677881512790918e-07,1.0137009507038128,1.2000986143914512,1.0137009507038128,1.2000986143914512,-26.44880743333453,-76.66996341359653,0.09363292902708054,6.346485836861149e-11,2.458896835330713e-15,6.346731726544682e-11,-10.197449858727742,7.683473199904256e-07,6.215075172804063e-05,7.683473199904256e-07,6.95645042014803e-07,0.0001685023307800293,6.95645042014803e-07,nan,nan,7.763109692859871e-07,7.763109692859871e-07,7.763109692859871e-07,6.402549843187444e-07,-8.525213729626558e-07,6.402549843187444e-07
alpha_intact_current_split_full_seed2,1,5e-06,0.00211797165684402,0.002308378114890513,5.187040114949559e-05,0.00243077683262527,0.0,1.853818109601758e-05,1.1983055435562692e-07,1.8704946342040785e-05,1.853818109601758e-05,1.1983055435562692e-07,1.8704946342040785e-05,1.853818109601758e-05,1.1983055435562692e-07,1.8704946342040785e-05,0.009711399674415588,0.009879717603325844,0.009711399674415588,0.009879717603325844,0.009711399674415588,0.009879717603325844,0.0023256540298461914,0.0023155011689571076,0.0023113843077944194,0.0023916761856526136,0.0021308064460754395,0.0021243890514597297,1.864367732196115e-05,1.8641323325413995e-05,1.8643012663233093e-05,1.8544045600645365e-05,1.8545391867519356e-05,1.8436513528286014e-05,1.864367732196115e-05,1.8641323325413995e-05,1.8643012663233093e-05,1.8544045600645365e-05,1.8545391867519356e-05,1.8436513528286014e-05,0.999964349376114,0.9947282152150306,0.999964349376114,0.9947282152150306,0.9938642111558116,0.9162181557229997,0.4675021767616272,1.8234094234514941e-09,4.2282206381971665e-12,1.8276376440896913e-09,-8.738109905304414,1.853450403359602e-05,0.0021301647066138685,1.853450403359602e-05,1.865669764811173e-05,0.0024252436123788357,1.865669764811173e-05,nan,nan,1.8704946342040785e-05,1.8704946342040785e-05,1.8704946342040785e-05,1.86428937013261e-05,0.0023233234882354737,1.86428937013261e-05
alpha_intact_current_split_full_seed2,2,1e-05,0.00923896860331297,0.009305605879306485,2.875626947940852e-05,0.009369204752147198,0.0,7.531967861608419e-05,2.576594674642272e-07,7.577591895824298e-05,7.531967861608419e-05,2.576594674642272e-07,7.577591895824298e-05,7.531967861608419e-05,2.576594674642272e-07,7.577591895824298e-05,0.009704736061394215,0.00011349347187206149,0.009704736061394215,0.00011349347187206149,0.009704736061394215,0.00011349347187206149,0.009306639432907104,0.009300670994777386,0.009304858909045841,0.009350265422835947,0.009282758459448814,0.009282450191676617,7.555244519608095e-05,7.554179249643923e-05,7.55437995394459e-05,7.532651767279588e-05,7.577591895824298e-05,7.573681432404555e-05,7.555244519608095e-05,7.554179249643923e-05,7.55437995394459e-05,7.532651767279588e-05,7.577591895824298e-05,7.573681432404555e-05,0.999885567480806,1.0029578627347142,0.999885567480806,1.0029578627347142,0.9998086824063509,0.9974339853144144,0.9183205366134644,7.3273169753917955e-09,6.892938303471041e-11,7.396246358426506e-09,-8.130988631541623,7.577200849482325e-05,0.009282727632671595,7.577200849482325e-05,7.557604840258136e-05,0.00936773419380188,7.557604840258136e-05,nan,nan,7.577591895824298e-05,7.577591895824298e-05,7.577591895824298e-05,7.554692565463484e-05,0.009305340237915516,7.554692565463484e-05
alpha_intact_current_split_full_seed2,3,1.5e-05,0.0206447746604681,0.02079021345395089,5.834731417686483e-05,0.020928850397467613,0.0,0.00017038028799985783,4.774643405156119e-07,0.0001714493555482477,0.00017038028799985783,4.774643405156119e-07,0.0001714493555482477,0.00017038028799985783,4.774643405156119e-07,0.0001714493555482477,0.009704736061394215,0.00011349347187206149,0.009704736061394215,0.00011349347187206149,0.009704736061394215,0.00011349347187206149,0.020799845457077026,0.020792289496692894,0.020790373233633093,0.020873217005282642,0.020647278055548668,0.020646026358008385,0.00017074136121664196,0.00017072728433174223,0.00017075155847123824,0.00017039475946938314,0.0001714493555482477,0.00017116199887823313,0.00017074136121664196,0.00017072728433174223,0.00017075155847123824,0.00017039475946938314,0.0001714493555482477,0.00017116199887823313,1.0000597233999051,1.0041465894763917,1.0000597233999051,1.0041465894763917,0.9995446012585295,0.9926649742738137,1.3287092447280884,1.620770362364965e-08,3.4407399152058815e-10,1.6551777615170238e-08,-7.781155357356413,0.00017142061988124625,0.02064715288579464,0.00017142061988124625,0.00017082969134207815,0.020918717607855797,0.00017082969134207815,nan,nan,0.0001714493555482477,0.0001714493555482477,0.0001714493555482477,0.00017073587223421783,0.020797929167747496,0.00017073587223421783
alpha_intact_current_split_full_seed2,4,2e-05,0.03629712387919426,0.03645431238147935,6.306674751521074e-05,0.036604493856430054,0.0,0.00030392436961679714,8.804738727799693e-07,0.0003048130020033568,0.00030392436961679714,8.804738727799693e-07,0.0003048130020033568,0.00030392436961679714,8.804738727799693e-07,0.0003048130020033568,4.918022750644013e-05,0.0063181547448039055,4.918022750644013e-05,0.0063181547448039055,4.918022750644013e-05,0.0063181547448039055,0.03646429628133774,0.036456257206936404,0.03645446497359102,0.036543749272823334,0.036299824714660645,0.03629847429692745,0.0003045793273486197,0.00030454403317329307,0.0003046162470127456,0.00030395613238731983,0.0003047527279704809,0.0003042970784008503,0.0003045793273486197,0.00030454403317329307,0.0003046162470127456,0.00030395613238731983,0.0003047527279704809,0.0003042970784008503,1.0001212152658137,1.0005693118550452,1.0001212152658137,1.0005693118550452,0.9997303853700928,0.9954895175980327,1.6793550252914429,2.7987903550297233e-08,1.0578494746837919e-09,2.9045753024981025e-08,-7.53691735975051,0.00030470716301351787,0.036299689672887325,0.00030470716301351787,0.00030475977109745145,0.03659316897392273,0.00030475977109745145,nan,nan,0.0003048130020033568,0.0003048130020033568,0.0003048130020033568,0.0003045658580958843,0.03646225854754448,0.0003045658580958843
alpha_intact_current_split_full_seed2,5,2.5e-05,0.05578544735908508,0.05594045915242441,5.841554275581518e-05,0.05609212443232536,0.0,0.0004758857692178078,1.4368876574445373e-06,0.0004774206317961216,0.0004758857692178078,1.4368876574445373e-06,0.0004774206317961216,0.0004758857692178078,1.4368876574445373e-06,0.0004774206317961216,4.918022750644013e-05,0.0063181547448039055,4.918022750644013e-05,0.0063181547448039055,4.918022750644013e-05,0.0063181547448039055,0.05594941973686218,0.05594125461496719,0.05594051905777875,0.05602558925747871,0.05578751489520073,0.055786481127142906,0.0004769259539898485,0.0004768816762992934,0.00047705718025099487,0.0004759396203575179,0.00047655103844590485,0.00047584054118487984,0.0004769259539898485,0.0004768816762992934,0.00047705718025099487,0.0004759396203575179,0.00047655103844590485,0.00047584054118487984,1.0002751501780278,0.999213891504945,1.0002751501780278,0.999213891504945,0.999840915614044,0.9971062284037455,1.9578663110733032,4.206439641052384e-08,2.490997186299637e-09,4.455539359682348e-08,-7.3510997154755096,0.00047647998871980235,0.05578741151839495,0.00047647998871980235,0.0004773190012201667,0.0560806505382061,0.0004773190012201667,nan,nan,0.0004774206317961216,0.0004774206317961216,0.0004774206317961216,0.00047691507497802375,0.05594727247953415,0.00047691507497802375
alpha_intact_current_split_full_seed2,6,3e-05,0.07860122621059418,0.07875759355177216,6.24045886821447e-05,0.07890897989273071,0.0,0.0006860511858541036,1.9862794213151604e-06,0.0006881972076371312,0.0006860511858541036,1.9862794213151604e-06,0.0006881972076371312,0.0006860511858541036,1.9862794213151604e-06,0.0006881972076371312,4.918022750644013e-05,0.0063181547448039055,4.918022750644013e-05,0.0063181547448039055,4.918022750644013e-05,0.0063181547448039055,0.07876613736152649,0.078758044908308,0.07875754131731652,0.07884724289178849,0.07860398292541504,0.07860260456800461,0.0006874654209241271,0.0006874129120324267,0.000687664226279594,0.0006861275525701452,0.0006867540068924427,0.0006859921850264072,0.0006874654209241271,0.0006874129120324267,0.000687664226279594,0.0006861275525701452,0.0006867540068924427,0.0006859921850264072,1.0002891859712735,0.9989651639049305,1.0002891859712735,0.9989651639049305,0.9998908662466142,0.997941317912199,2.1561715602874756,5.775439859689868e-08,4.937452224851313e-09,6.269185082175e-08,-7.202788908501961,0.0006866778247058391,0.078603845089674,0.0006866778247058391,0.0006880611181259155,0.07889717072248459,0.0006880611181259155,nan,nan,0.0006881972076371312,0.0006881972076371312,0.0006881972076371312,0.0006874419515952468,0.07876411378383637,0.0006874419515952468
alpha_intact_current_split_full_seed2,7,3.5e-05,0.10413523763418198,0.10430959280152745,7.86172979771373e-05,0.10446609556674957,0.0,0.0009333557560984847,1.5149475716329998e-06,0.0009349897736683488,0.0009333557560984847,1.5149475716329998e-06,0.0009349897736683488,0.0009333557560984847,1.5149475716329998e-06,0.0009349897736683488,4.960916339769028e-05,0.006123621016740799,4.960916339769028e-05,0.006123621016740799,4.960916339769028e-05,0.006123621016740799,0.10431677103042603,0.10430816448714635,0.10430897468550528,0.10442275144159793,0.10413845628499985,0.10413684695959091,0.0009345111902803183,0.0009344177972844304,0.0009345463186036795,0.0009334104741050664,0.0009334826609119773,0.0009324783459305763,0.0009345111902803183,0.0009344177972844304,0.0009345463186036795,0.0009334104741050664,0.0009334826609119773,0.0009324783459305763,1.0000375900510627,0.9988993932025229,1.0000375900510627,0.9988993932025229,0.9999252627852288,0.9982906416325504,2.272921562194824,7.43709804851278e-08,8.661142913979347e-09,8.303212339910715e-08,-7.080753855624582,0.0009333822294138372,0.10413829535245896,0.0009333822294138372,0.0009348989697173238,0.10445359349250793,0.0009348989697173238,nan,nan,0.0009349897736683488,0.0009349897736683488,0.0009349897736683488,0.0009344747988507152,0.10431528240442275,0.0009344747988507152
alpha_intact_current_split_full_seed2,8,4e-05,0.13191835582256317,0.13210714606365465,8.53932046524277e-05,0.13227848708629608,0.0,0.001220087990785409,2.2092995512015743e-06,0.0012223130324855447,0.001220087990785409,2.2092995512015743e-06,0.0012223130324855447,0.001220087990785409,2.2092995512015743e-06,0.0012223130324855447,4.918022750644013e-05,0.0063181547448039055,4.918022750644013e-05,0.0063181547448039055,4.918022750644013e-05,0.0063181547448039055,0.13211487233638763,0.13210546847892135,0.1321064255797948,0.13223064616322516,0.1319216638803482,0.1319200098514557,0.0012215303722769022,0.0012214387789343114,0.0012218412011861801,0.0012201693951038822,0.0012210328131914139,0.0012199748889543116,0.0012215303722769022,0.0012214387789343114,0.0012218412011861801,0.0012201693951038822,0.0012210328131914139,0.0012199748889543116,1.0002544586007294,0.9995926756331397,1.0002544586007294,0.9995926756331397,0.9999360650588124,0.9985375722458597,2.2986361980438232,9.126368638590066e-08,1.389237969107171e-08,1.0515606607697237e-07,-6.978165669361226,0.0012209270207677037,0.13192149847745896,0.0012209270207677037,0.0012221777578815818,0.13226467370986938,0.0012221777578815818,nan,nan,0.0012223130324855447,0.0012223130324855447,0.0012223130324855447,0.0012214962393045426,0.13211335837841034,0.0012214962393045426
alpha_intact_current_split_full_seed2,9,4.5e-05,0.16138270497322083,0.16155476000134505,7.031196184064726e-05,0.1617157906293869,0.0,0.0015451446230824665,3.0768595795254236e-06,0.001549017266370356,0.0015451446230824665,3.0768595795254236e-06,0.001549017266370356,0.0015451446230824665,3.0768595795254236e-06,0.001549017266370356,4.664548032451421e-05,0.006512168329209089,4.664548032451421e-05,0.006512168329209089,4.664548032451421e-05,0.006512168329209089,0.1615629494190216,0.16155396095693927,0.16155431432085787,0.1616554230451584,0.16138479113578796,0.1613837480545044,0.001547190360724926,0.0015470557670708592,0.0015476544271223248,0.001545260575195122,0.001545939827337861,0.0015447151381522417,0.001547190360724926,0.0015470557670708592,0.0015476544271223248,0.001545260575195122,0.001545939827337861,0.0015447151381522417,1.0002999413706155,0.9991917391558212,1.0002999413706155,0.9991917391558212,0.9999465527325739,0.9988972825522541,2.2423176765441895,1.0785726090034586e-07,2.077585214976807e-08,1.2863311305011393e-07,-6.890647219873598,0.0015458173584192991,0.1613846868276596,0.0015458173584192991,0.001548719359561801,0.16170358657836914,0.001548719359561801,nan,nan,0.001549017266370356,0.001549017266370356,0.001549017266370356,0.0015471671707928182,0.16156064867973327,0.0015471671707928182
