case,run_dir,seed,mixed_mechanics_mode,solve_scheme,alpha_init,l0,steps,final_Delta,alpha_min,alpha_mean,alpha_std,alpha_max,alpha_gt_0p5_area_fraction,max_He_current_x,max_He_current_y,max_He_history_x,max_He_history_y,max_mechanics_drive_x,max_mechanics_drive_y,notch_tip_He_current_max,bulk_He_current_p95,bottom_right_He_current_max,bulk_to_notch_He_current,bottom_to_notch_He_current,notch_tip_mechanics_drive_max,bulk_mechanics_drive_p95,bottom_right_mechanics_drive_max,bulk_to_notch_mechanics_drive,bottom_to_notch_mechanics_drive,reaction_N_tm_eff,classification
alpha_intact_current_split_full_seed2,results/full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_current_split_tmEpsR_1em05_gradient_numerical_current_split_alpha_init_intact_D0020_seed2,2,current_split,coupled,intact,0.00015,34,0.0001,0.4879673421382904,0.4882849213420915,0.00013599466070877378,0.4885707497596741,0.0,4.918022750644013e-05,0.0063181547448039055,4.918022750644013e-05,0.0063181547448039055,4.918022750644013e-05,0.0063181547448039055,0.007657942362129688,0.007661130302585662,0.007654927670955658,1.0004162920410238,0.9996063314358516,0.007657942362129688,0.007661130302585662,0.007654927670955658,1.0004162920410238,0.9996063314358516,-1.7272331714630127,B. medium-stage uniform -> full-stage still uniform
alpha_intact_history_full_seed2,results/full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_gradient_numerical_history_alpha_init_intact_D0020_seed2,2,history,coupled,intact,0.00015,34,0.0001,0.4880833625793457,0.48825829612572075,5.682864245045179e-05,0.48843449354171753,0.0,0.009961874224245548,0.0033023320138454437,0.009961874224245548,0.0033023320138454437,0.009961874224245548,0.0033023320138454437,0.007673417218029499,0.007678577653132379,0.0076440079137682915,1.000672508082938,0.9961673784409758,0.007673417218029499,0.007678577653132379,0.0076440079137682915,1.000672508082938,0.9961673784409758,-1.7251943349838257,B. medium-stage uniform -> full-stage still uniform
old_current_split_full_seed2,results/full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_current_split_tmEpsR_1em05_gradient_numerical_full_seed2_micro,2,current_split,coupled,default,0.00015,34,0.0001,-0.00971456803381443,0.005038344523469671,0.09604182916372965,1.0015006065368652,0.010903714655331732,0.009704736061394215,0.00011349347187206149,0.005115753971040249,0.0050573875196278095,0.009704736061394215,0.00011349347187206149,6.837303953943774e-05,2.5661080690042573e-05,6.552981853485107,0.37530993009666036,95841.60507747109,6.837303953943774e-05,2.5661080690042573e-05,6.552981853485107,0.37530993009666036,95841.60507747109,0.01926925778388977,C. medium-stage uniform -> full-stage boundary/corner damage
old_history_full_seed2,results/full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_gradient_numerical_full_seed2_history_D0020,2,history,coupled,default,0.00015,34,0.0001,-0.006262759678065777,0.2144645048950973,0.24571941633918865,1.0018107891082764,0.09739419700609869,0.0050997305661439896,0.004991283640265465,0.0050997305661439896,0.004991283640265465,0.0050997305661439896,0.004991283640265465,98.18574523925781,0.003729728446342049,0.001401031157001853,3.798645554151973e-05,1.4269191047924905e-05,99.21923828125,0.009649348165839901,0.0036630663089454174,9.725279424628874e-05,3.6918911819923204e-05,0.5903642773628235,A. medium-stage uniform -> full-stage localized
