"step","Delta","top_u_mode","top_u_min","top_u_max","top_u_mean","top_u_abs_max","top_v_min","top_v_max","top_v_mean","top_v_abs_max","top_v_error_max","bottom_u_min","bottom_u_max","bottom_u_mean","bottom_u_abs_max","bottom_v_min","bottom_v_max","bottom_v_mean","bottom_v_abs_max","loss_log10","alpha_mean","He_current_max","notch_tip_He_current_max","bottom_right_He_current_max","reaction_N_tm_eff"
"0","1e-06","free","1.29067689869089e-09","1.6637207167491397e-09","1.501802238124128e-09","1.6637207167491397e-09","9.999999974752427e-07","9.999999974752427e-07","9.999999974752427e-07","9.999999974752427e-07","0.0","-0.0","-0.0","0.0","0.0","0.0","0.0","0.0","0.0","-10.149746333233587","5.062850050308043e-06","7.130645371944411e-07","7.122920351321227e-07","7.111676723070559e-07","0.09519590437412262"
