case,seed,mode,solve_scheme,mixed_mechanics_mode,alpha_init,top_u_mode,coord_normalization,l0,hidden_layers,neurons,n_rprop,n_lbfgs,steps,final_step,final_Delta,final_alpha_mean,final_alpha_std,final_alpha_max,final_alpha_gt_0p5_area_fraction,final_max_He_current_x,final_max_He_current_y,final_max_mechanics_drive_x,final_max_mechanics_drive_y,final_notch_tip_alpha_max,final_bulk_alpha_mean,final_bottom_right_alpha_max,final_notch_tip_He_current_max,final_bulk_He_current_p95,final_bottom_right_He_current_max,final_bulk_He_ratio,final_bottom_right_He_ratio,final_bulk_mechanics_drive_ratio,final_bottom_right_mechanics_drive_ratio,final_reaction_N_tm_eff,final_elastic_energy,final_fracture_energy,final_loss_log10,top_v_error_max,bottom_u_abs_max,bottom_v_abs_max,first_alpha_mean_gt_0p05_step,first_alpha_mean_gt_0p05_Delta,first_bulk_He_ratio_gt_0p25_step,classification,physical_validation_claim
smoke_unitbox_coupled,2,smoke,coupled,history,intact,free,unit_box,0.00015,2,20,10,0,1,0,1e-06,9.145217669284894e-05,1.1574305507826968e-05,0.00011753042781492695,0.0,0.0007207089802250266,0.006557815708220005,0.0007207089802250266,0.006557815708220005,8.416175842285156e-05,9.040235552061168e-05,9.892384696286172e-05,8.585474233768764e-07,8.963316759036387e-07,5.800380904474878e-07,1.0440095112954246,0.6756040198292792,1.0440095112954246,0.6756040198292792,0.09202530235052109,7.214077946127162e-11,6.236323272840096e-15,-10.141781627912255,0.0,0.0,0.0,,,0,smoke_passed,no
