run_id,seed,load_case,load_schedule,steps,run_completed,continued_from_S0030,continuation_reason,training_n_rprop,training_n_lbfgs,energy_reaction_computable,checkpoint_count,field_npz_count,final_Delta_s,final_engineering_shear_strain,peak_nominal_shear_stress_MPa,peak_step,peak_engineering_shear_strain,final_nominal_shear_stress_MPa,post_peak_drop_observed,post_peak_drop_MPa,final_alpha_max,S0030_final_alpha_max,alpha_grew_beyond_S0030,final_alpha_max_x,final_alpha_max_y,first_alpha0p5_notch_connected_step,first_alpha0p8_notch_connected_step,first_alpha0p8_through_step,alpha0p8_through_crack_any_step,final_alpha0p5_connected_count,final_alpha0p5_connected_x_span,final_alpha0p8_connected_count,final_alpha0p8_connected_x_span,final_HII_over_HI_peak_ratio,final_mechanics_drive_max,final_mechanics_drive_max_x,final_mechanics_drive_max_y,drive_location_classification,final_top_v_absmax_over_Delta_s,max_top_v_absmax_over_Delta_s,top_v_warning_gt_1p5,top_v_unstable_gt_2p0,physics_changed,seed_study_run,D0040_run,classification
seed23_S0050_shear,23,shear,load_schedules/load_schedule_S0050_shear.csv,33,True,False,"clean continuation was not implemented/ambiguous, so the controlled extension was rerun from step 0",300,1,True,33,33,8e-05,0.008,29.964742134325206,24,0.006,28.4379260847345,True,1.5268160495907068,1.000342845916748,0.3584118783473968,True,0.0050837839953601,0.0049602254293859,22,25,,False,51,0.0007236707024276257,20,0.0003841365687549114,0.5973975735795766,3.144262313842773,0.0050444970838725,0.0049571054987609,notch-dominated,1.083361257769866,1.083361257769866,False,False,False,False,False,shear extension successful with crack growth
