case,seed,new_random_seed,reference_only,step,Delta_mm,strain,reaction_old_N,reaction_tm_eff_N,stress_old_N_per_mm2,stress_tm_eff_N_per_mm2
seed42_default_unitbox,42,yes,no,8,4e-05,0.004,1.1627823770652412,0.6793973167020795,116278.23770652412,67939.73167020794
seed42_default_unitbox,42,yes,no,9,4.5e-05,0.0045,1.2884894752005494,0.7301679160036656,128848.94752005492,73016.79160036656
seed42_default_unitbox,42,yes,no,10,4.7e-05,0.0046999999999999,1.310786089220528,0.7377957715277716,131078.6089220528,73779.57715277716
seed42_default_unitbox,42,yes,no,11,4.9e-05,0.0049,1.302866437299599,0.7338106289012103,130286.64372995988,73381.06289012103
seed42_default_unitbox,42,yes,no,12,5.1e-05,0.0050999999999999,1.292867791804042,0.7273923789057335,129286.7791804042,72739.23789057335
seed42_default_unitbox,42,yes,no,13,5.3e-05,0.0053,1.3246715613490778,0.7479105093466387,132467.15613490777,74791.05093466387
seed42_default_unitbox,42,yes,no,14,5.5e-05,0.0055,1.3380653055037328,0.7530319675197461,133806.53055037328,75303.19675197461
seed42_default_unitbox,42,yes,no,15,5.7e-05,0.0057,1.3260394014196208,0.746525552813182,132603.94014196208,74652.5552813182
seed42_default_unitbox,42,yes,no,16,5.9e-05,0.0059,1.3200285075072316,0.7416439680127951,132002.85075072316,74164.39680127951
seed42_default_unitbox,42,yes,no,17,6.1e-05,0.0060999999999999,1.3697747890546452,0.7641109355063236,136977.47890546452,76411.09355063236
seed42_default_unitbox,42,yes,no,18,6.3e-05,0.0063,1.4055993844408476,0.7853173402736502,140559.93844408475,78531.73402736502
seed42_default_unitbox,42,yes,no,19,6.5e-05,0.0065,1.3720871622808772,0.7671042959600527,137208.71622808772,76710.42959600527
seed42_default_unitbox,42,yes,no,20,6.7e-05,0.0067,1.3600977199530462,0.7590694638111017,136009.77199530462,75906.94638111017
seed42_default_unitbox,42,yes,no,21,6.9e-05,0.0069,1.3685348051239998,0.7605201541309725,136853.48051239998,76052.01541309725
seed42_default_unitbox,42,yes,no,22,7.1e-05,0.0071,1.536484212834921,0.8463920175074691,153648.4212834921,84639.2017507469
seed42_default_unitbox,42,yes,no,23,7.3e-05,0.0073,1.5042726724914246,0.8276024350379885,150427.26724914246,82760.24350379885
seed42_default_unitbox,42,yes,no,24,7.5e-05,0.0074999999999999,1.5768589275353406,0.8639832263952485,157685.89275353405,86398.32263952485
seed42_default_unitbox,42,yes,no,25,7.7e-05,0.0077,1.5646855243858226,0.85648217522305,156468.55243858226,85648.217522305
seed42_default_unitbox,42,yes,no,26,8e-05,0.008,1.531665570041696,0.8340883301798385,153166.5570041696,83408.83301798385
seed42_default_unitbox,42,yes,no,27,8.3e-05,0.0083,1.561197112721402,0.8545656663727641,156119.71127214018,85456.56663727641
seed42_default_unitbox,42,yes,no,28,8.6e-05,0.0086,1.5699390711461092,0.855266509915964,156993.90711461092,85526.6509915964
seed42_default_unitbox,42,yes,no,29,8.9e-05,0.0089,1.5797703694007126,0.8505725868417358,157977.03694007124,85057.25868417358
seed42_default_unitbox,42,yes,no,30,9.2e-05,0.0092,1.5418684249368653,0.833982348808604,154186.8424936865,83398.2348808604
seed42_default_unitbox,42,yes,no,31,9.5e-05,0.0095,1.642278820327192,0.8968547339236466,164227.8820327192,89685.47339236464
seed42_default_unitbox,42,yes,no,32,9.8e-05,0.0098,1.681638625314008,0.9163715285467332,168163.8625314008,91637.15285467332
seed42_default_unitbox,42,yes,no,33,0.0001,0.01,1.5957309724399238,0.8663928432497414,159573.09724399238,86639.28432497414
seed99_default_unitbox,99,yes,no,0,1e-06,0.0001,0.0404667951272585,0.0372444542193761,4046.679512725859,3724.445421937616
seed99_default_unitbox,99,yes,no,1,5e-06,0.0005,0.2302051154856599,0.1932851965023019,23020.511548565988,19328.51965023019
seed99_default_unitbox,99,yes,no,2,1e-05,0.001,0.4597453258270434,0.3750638972235265,45974.532582704334,37506.38972235265
seed99_default_unitbox,99,yes,no,3,1.5e-05,0.0015,0.6644368341994777,0.5274541987461134,66443.68341994777,52745.41987461134
seed99_default_unitbox,99,yes,no,4,2e-05,0.002,0.8259705170416964,0.6361153663760888,82597.05170416964,63611.53663760887
seed99_default_unitbox,99,yes,no,5,2.5e-05,0.0025,0.951764963616597,0.6934499827764284,95176.4963616597,69344.99827764284
seed99_default_unitbox,99,yes,no,6,3e-05,0.003,1.0237677386157884,0.7028715523147433,102376.77386157884,70287.15523147433
seed99_default_unitbox,99,yes,no,7,3.5e-05,0.0034999999999999,1.094676679258555,0.6896847609141332,109467.66792585548,68968.47609141332
seed99_default_unitbox,99,yes,no,8,4e-05,0.004,1.1321957194923016,0.6658547976599039,113219.57194923014,66585.47976599039
seed99_default_unitbox,99,yes,no,9,4.5e-05,0.0045,1.2160509307932443,0.6821324415255958,121605.09307932442,68213.24415255958
seed99_default_unitbox,99,yes,no,10,4.7e-05,0.0046999999999999,1.226776128831375,0.6807976516256531,122677.6128831375,68079.76516256531
seed99_default_unitbox,99,yes,no,11,4.9e-05,0.0049,1.264354334125528,0.7008098381220407,126435.4334125528,70080.98381220407
seed99_default_unitbox,99,yes,no,12,5.1e-05,0.0050999999999999,1.294985802132942,0.7158796357202846,129498.58021329418,71587.96357202846
seed99_default_unitbox,99,yes,no,13,5.3e-05,0.0053,1.305861269656816,0.7170069845869875,130586.1269656816,71700.69845869875
seed99_default_unitbox,99,yes,no,14,5.5e-05,0.0055,1.3334911518541048,0.7310523928367729,133349.11518541048,73105.23928367729
seed99_default_unitbox,99,yes,no,15,5.7e-05,0.0057,1.275852592470983,0.7043734909757404,127585.25924709828,70437.34909757404
seed99_default_unitbox,99,yes,no,16,5.9e-05,0.0059,1.312678808872647,0.7197636504656657,131267.8808872647,71976.36504656657
seed99_default_unitbox,99,yes,no,17,6.1e-05,0.0060999999999999,1.3225149972981851,0.7266956005196334,132251.49972981852,72669.56005196334
seed99_default_unitbox,99,yes,no,18,6.3e-05,0.0063,1.3711562537537247,0.7508524761306035,137115.62537537247,75085.24761306035
seed99_default_unitbox,99,yes,no,19,6.5e-05,0.0065,1.3431981330427334,0.7316818363847233,134319.81330427332,73168.18363847233
seed99_default_unitbox,99,yes,no,20,6.7e-05,0.0067,1.4048472407921508,0.7605878506637964,140484.72407921508,76058.78506637964
seed99_default_unitbox,99,yes,no,21,6.9e-05,0.0069,1.4459310336860651,0.7839570921532868,144593.1033686065,78395.70921532868
seed99_default_unitbox,99,yes,no,22,7.1e-05,0.0071,1.4766862989006313,0.7953198746406542,147668.6298900631,79531.98746406542
seed99_default_unitbox,99,yes,no,23,7.3e-05,0.0073,1.4426260488562548,0.7774483491971296,144262.60488562548,77744.83491971296
seed99_default_unitbox,99,yes,no,24,7.5e-05,0.0074999999999999,1.443480691023069,0.7788906103769477,144348.0691023069,77889.06103769477
seed99_default_unitbox,99,yes,no,25,7.7e-05,0.0077,1.4793508970001312,0.7951186872219296,147935.0897000131,79511.86872219296
seed99_default_unitbox,99,yes,no,26,8e-05,0.008,1.5186569318075271,0.8118875516061053,151865.6931807527,81188.75516061053
seed99_default_unitbox,99,yes,no,27,8.3e-05,0.0083,1.461603082475449,0.7806960922209782,146160.3082475449,78069.60922209782
seed99_default_unitbox,99,yes,no,28,8.6e-05,0.0086,1.5582520622956508,0.8373417404072825,155825.20622956508,83734.17404072825
seed99_default_unitbox,99,yes,no,29,8.9e-05,0.0089,1.5641438413922517,0.8440689559847669,156414.38413922515,84406.8955984767
seed99_default_unitbox,99,yes,no,30,9.2e-05,0.0092,1.6395120705396948,0.8757196584525673,163951.20705396947,87571.96584525672
seed99_default_unitbox,99,yes,no,31,9.5e-05,0.0095,1.7513781606908196,0.9256770724732633,175137.81606908195,92567.70724732633
seed99_default_unitbox,99,yes,no,32,9.8e-05,0.0098,1.7699200840297635,0.9390208306285786,176992.00840297635,93902.08306285784
seed99_default_unitbox,99,yes,no,33,0.0001,0.01,1.8175958587107743,0.965838964930299,181759.5858710774,96583.89649302988
seed2_reference_default_unitbox,2,no,yes,0,1e-06,0.0001,0.0395957219581077,0.0369283357741778,3959.5721958107774,3692.833577417786
seed2_reference_default_unitbox,2,no,yes,1,5e-06,0.0005,0.2348585289837501,0.1948912899081278,23485.85289837501,19489.128990812787
seed2_reference_default_unitbox,2,no,yes,2,1e-05,0.001,0.4657541408050747,0.3774760192527537,46575.41408050746,37747.601925275376
seed2_reference_default_unitbox,2,no,yes,3,1.5e-05,0.0015,0.6686752399218676,0.5306953070203235,66867.52399218676,53069.530702032345
seed2_reference_default_unitbox,2,no,yes,4,2e-05,0.002,0.8345913759342238,0.6413636715478788,83459.13759342238,64136.36715478787
seed2_reference_default_unitbox,2,no,yes,5,2.5e-05,0.0025,0.940072326329755,0.6891922114391491,94007.23263297549,68919.22114391491
seed2_reference_default_unitbox,2,no,yes,6,3e-05,0.003,1.008142980822413,0.6950981254760791,100814.29808224128,69509.8125476079
seed2_reference_default_unitbox,2,no,yes,7,3.5e-05,0.0034999999999999,1.0554012754937503,0.6725057322256589,105540.127549375,67250.57322256589
seed2_reference_default_unitbox,2,no,yes,8,4e-05,0.004,1.1453896390776208,0.673215409506156,114538.96390776208,67321.5409506156
seed2_reference_default_unitbox,2,no,yes,9,4.5e-05,0.0045,1.2691977173062696,0.7193633029345392,126919.77173062696,71936.33029345391
seed2_reference_default_unitbox,2,no,yes,10,4.7e-05,0.0046999999999999,1.3146247980557746,0.741852222745365,131462.47980557746,74185.2222745365
seed2_reference_default_unitbox,2,no,yes,11,4.9e-05,0.0049,1.2895262018446374,0.7294440430314353,128952.62018446373,72944.40430314353
seed2_reference_default_unitbox,2,no,yes,12,5.1e-05,0.0050999999999999,1.3059445658427649,0.7389650174616236,130594.45658427649,73896.50174616235
seed2_reference_default_unitbox,2,no,yes,13,5.3e-05,0.0053,1.2875761579067555,0.7275665251427199,128757.61579067555,72756.65251427199
seed2_reference_default_unitbox,2,no,yes,14,5.5e-05,0.0055,1.2619994397482517,0.7127086347793465,126199.94397482512,71270.86347793465
seed2_reference_default_unitbox,2,no,yes,15,5.7e-05,0.0057,1.33265459589893,0.7476306352600659,133265.459589893,74763.06352600659
seed2_reference_default_unitbox,2,no,yes,16,5.9e-05,0.0059,1.299846866572807,0.7287845163546081,129984.68665728068,72878.4516354608
seed2_reference_default_unitbox,2,no,yes,17,6.1e-05,0.0060999999999999,1.2997933114320404,0.7257075668718471,129979.33114320402,72570.75668718471
seed2_reference_default_unitbox,2,no,yes,18,6.3e-05,0.0063,1.312478706836373,0.736491679987239,131247.8706836373,73649.16799872389
seed2_reference_default_unitbox,2,no,yes,19,6.5e-05,0.0065,1.3557054772945776,0.7546939175000489,135570.54772945776,75469.39175000488
seed2_reference_default_unitbox,2,no,yes,20,6.7e-05,0.0067,1.3492503306906656,0.7488624818279277,134925.03306906656,74886.24818279277
seed2_reference_default_unitbox,2,no,yes,21,6.9e-05,0.0069,1.370260757369124,0.7577310495747724,137026.07573691235,75773.10495747723
seed2_reference_default_unitbox,2,no,yes,22,7.1e-05,0.0071,1.4172318318514954,0.7860029082280562,141723.18318514954,78600.29082280562
seed2_reference_default_unitbox,2,no,yes,23,7.3e-05,0.0073,1.428737114679279,0.7891464179010654,142873.71146792793,78914.64179010654
seed2_reference_default_unitbox,2,no,yes,24,7.5e-05,0.0074999999999999,1.412852488002159,0.783536924842565,141285.24880021586,78353.69248425649
seed2_reference_default_unitbox,2,no,yes,25,7.7e-05,0.0077,1.501571862036144,0.8240850967240476,150157.1862036144,82408.50967240476
seed2_reference_default_unitbox,2,no,yes,26,8e-05,0.008,1.4635616267355545,0.8048104819238233,146356.16267355543,80481.04819238232
seed2_reference_default_unitbox,2,no,yes,27,8.3e-05,0.0083,1.4883229381439378,0.8089623031537485,148832.29381439378,80896.23031537485
seed2_reference_default_unitbox,2,no,yes,28,8.6e-05,0.0086,1.5112718275531734,0.8305505211865238,151127.18275531734,83055.05211865238
seed2_reference_default_unitbox,2,no,yes,29,8.9e-05,0.0089,1.5272060336428694,0.8314536175930698,152720.60336428694,83145.36175930698
seed2_reference_default_unitbox,2,no,yes,30,9.2e-05,0.0092,1.6681375533096343,0.894574467338316,166813.7553309634,89457.44673383159
seed2_reference_default_unitbox,2,no,yes,31,9.5e-05,0.0095,1.6013810343338264,0.867309875616229,160138.10343338264,86730.9875616229
seed2_reference_default_unitbox,2,no,yes,32,9.8e-05,0.0098,1.6718158191508792,0.9013031910285464,167181.5819150879,90130.3191028546
seed2_reference_default_unitbox,2,no,yes,33,0.0001,0.01,1.6414832185773776,0.8940204378689032,164148.32185773776,89402.04378689031
