case_id,family,loss_kind,strain_weight,epochs,seed,hidden_layers,neurons,activation,input_scaled_to_minus1_1,source_artifact,reuse_reason,displacement_mse,displacement_relative_rmse,strain_mse,strain_relative_rmse,u_corr,v_corr,strain_corr,He_current_corr,standard_energy_ratio_vs_exact,pinn_mechanics_energy_ratio_vs_exact,reaction_N,reaction_exact_N,reaction_ratio,reaction_sign_match,free_residual_L2,boundary_residual_abs_max,notch_tip_He_current_max,bulk_He_current_p95,bottom_right_He_current_max,bulk_to_notch_He_current,bottom_to_notch_He_current,max_He_current,max_He_current_x,max_He_current_y,classification,passes_suggested_thresholds,start_case_id,energy_mode
coordinate_scaled_network_w1_energy_raw,optional_energy_continuation,energy_raw,0.0,100,2,8,400,TrainableReLU,True,,,2.2129336312287924e-15,0.07698434474600126,5.66078556449211e-10,0.2781953238403403,0.923849464947028,0.9995266146653089,0.9628394563461025,0.9936009340606856,1.1237187534499338,0.9786906827391917,0.037078798702827764,0.04846581802239973,0.7650505080857366,True,1.0579009769796944e-05,2.5247572468697606e-15,4.186771548120305e-05,8.543652995740551e-07,1.4620469528381363e-06,0.020406303275793288,0.03492062884335157,4.186771548120305e-05,0.005021084355784554,0.00499864349766533,failed,False,coordinate_scaled_network_w1,raw
coordinate_scaled_network_w1_energy_log10,optional_energy_continuation,energy_log10,0.0,100,2,8,400,TrainableReLU,True,,,2.2360728533959803e-15,0.0773857859349937,5.584607438677432e-10,0.2763171234260263,0.923550220579714,0.9995223456857054,0.9632431523645132,0.9936373085620899,1.1234874577646021,0.9787076658082984,0.03680748657599092,0.04846581802239973,0.7594524982324531,True,1.0573628127019273e-05,2.5247572468697606e-15,4.175964932073839e-05,8.532605875188888e-07,1.4404158719116822e-06,0.02043265691637761,0.03449300689401031,4.175964932073839e-05,0.005021084355784554,0.00499864349766533,failed,False,coordinate_scaled_network_w1,log10
coordinate_scaled_network_w1_energy_normalized,optional_energy_continuation,energy_normalized,0.0,100,2,8,400,TrainableReLU,True,,,2.1316805617159214e-15,0.07555779676487824,5.479100684941076e-10,0.27369452788293364,0.9248123064288356,0.9995424179563032,0.9635855215853769,0.9937294679864418,1.1185984660578965,0.978844190813839,0.03724442585181424,0.04846581802239973,0.7684679093748251,True,1.059075877731525e-05,2.5247572468697606e-15,4.150744280195795e-05,8.549199549179321e-07,1.4464678770309547e-06,0.020596786918359727,0.03484839776645367,4.150744280195795e-05,0.005021084355784554,0.00499864349766533,failed,False,coordinate_scaled_network_w1,normalized
