epoch,loss
1,0.0020552342757582664
100,1.3851700714440085e-05
200,1.994530293814023e-06
300,8.098780313048337e-07
400,3.8929363199713407e-07
500,1.3843073247699067e-06
600,4.3164629914826946e-07
700,1.3450408005155623e-06
800,5.564177740779996e-07
900,4.5098451550984464e-07
1000,1.2362379209207575e-07
