epoch,loss
1,0.0020527602173388004
100,2.055747972917743e-05
200,1.5960911696311086e-05
300,5.87052563787438e-05
400,3.3435837394790724e-05
500,3.4264912756043486e-06
600,1.2619579138117842e-05
700,6.421707439585589e-06
800,2.0271434550522827e-05
900,4.0063414417090826e-06
1000,7.36329639039468e-06
