"case","seed","mode","solve_scheme","alpha_init","top_u_mode","l0","steps","final_Delta","final_alpha_mean","final_alpha_std","final_alpha_max","final_alpha_gt_0p5_area_fraction","final_max_He_current_x","final_max_He_current_y","final_max_mechanics_drive_x","final_max_mechanics_drive_y","final_notch_tip_He_current_max","final_bulk_He_current_p95","final_bottom_right_He_current_max","final_bulk_to_notch_He_current_valid","final_bottom_to_notch_He_current_valid","final_notch_tip_mechanics_drive_max","final_bulk_mechanics_drive_p95","final_bottom_right_mechanics_drive_max","final_bulk_to_notch_mechanics_drive_valid","final_bottom_to_notch_mechanics_drive_valid","final_reaction_N_tm_eff","final_elastic_energy","final_fracture_energy","final_top_u_abs_max","final_top_v_error_max","final_bottom_u_abs_max","final_bottom_v_abs_max","classification"
"alpha_intact_history_topufixed_full_seed2","2","history","coupled","intact","fixed","0.00015","34","0.0001","0.48825829612572075","5.682864245045179e-05","0.48843449354171753","0.0","0.009961874224245548","0.0033023320138454437","0.009961874224245548","0.0033023320138454437","0.007673417218029499","0.007678577653132379","0.0076440079137682915","1.000672508082938","0.9961673784409758","0.007673417218029499","0.007678577653132379","0.0076440079137682915","1.000672508082938","0.9961673784409758","-1.7251943349838257","1.988936730867863e-07","1.89763298408252e-07","4.371138867531599e-12","2.526212488436659e-12","0.0","0.0","B. medium-stage uniform -> full-stage still uniform"
"alpha_intact_history_topufree_full_seed2","2","history","coupled","intact","free","0.00015","34","0.0001","0.48817826120409724","4.0094150429576516e-05","0.4882843494415283","0.0","0.0007553562754765153","0.005133409984409809","0.0007553562754765153","0.005133409984409809","0.007637795992195606","0.007643925957381725","0.007634114474058151","1.0008025829954588","0.9995179868457842","0.007637795992195606","0.007643925957381725","0.007634114474058151","1.0008025829954588","0.9995179868457842","-1.7486419677734375","1.989464095686344e-07","1.8969826953707525e-07","4.0447113747177355e-07","0.0","0.0","0.0","B. medium-stage uniform -> full-stage still uniform"
"old_history_full_seed2_reference","2","history","coupled","default","fixed","0.00015","34","0.0001","0.2144645048950973","0.24571941633918865","1.0018107891082764","0.09739419700609869","0.0050997305661439896","0.004991283640265465","0.0050997305661439896","0.004991283640265465","98.18574523925781","0.003729728446342049","0.001401031157001853","3.798645554151973e-05","1.4269191047924905e-05","99.21923828125","0.009649348165839901","0.0036630663089454174","9.725279424628874e-05","3.6918911819923204e-05","0.5903642773628235","nan","nan","4.371138867531599e-12","2.526212488436659e-12","0.0","0.0","A. medium-stage uniform -> full-stage localized"
