case_id,run_id,thermal_mode,delta_T_K,schedule,seed,training_settings,full_or_smoke,step_count,checkpoint_count,field_file_count,energy_reaction_available,peak_nominal_stress_MPa,peak_step,final_nominal_stress_MPa,reaction_zero_crossing_displacement_mm,final_alpha_max,alpha_max_location,final_HI_peak,final_HII_peak,final_HII_over_HI_ratio,drive_location_classification,heat_PDE_active,damage_conductivity_active,classification
A,20260623_strong_A_off_seed23,off,0.0,load_schedules/load_schedule_D0015_tension_thermal_compensation.csv,23,hidden_layers=8; neurons=400; seed=23; activation=TrainableReLU; init_coeff=3.0; full mesh; n_rprop=300; n_lbfgs=1; load_case=tension; checkpoints every step,full,9,9,9,True,124.04142180457713,8,124.04142180457713,,0.1582225263118744,"(0.00502108456567,0.00499864388257)",0.0096437549218535,0.0060907872393727,0.6315783933466104,notch_tip_region,False,False,strong no-thermal baseline completed
B,20260623_strong_B_deltaT0_seed23,uniform,0.0,load_schedules/load_schedule_D0015_tension_thermal_compensation.csv,23,hidden_layers=8; neurons=400; seed=23; activation=TrainableReLU; init_coeff=3.0; full mesh; n_rprop=300; n_lbfgs=1; load_case=tension; checkpoints every step,full,9,9,9,True,124.04142180457713,8,124.04142180457713,,0.1582225263118744,"(0.00502108456567,0.00499864388257)",0.0096437549218535,0.0060907872393727,0.6315783933466104,notch_tip_region,False,False,deltaT0 branch matches no-thermal baseline under stronger training
C,20260623_strong_C_deltaT20_seed23,uniform,20.0,load_schedules/load_schedule_D0015_tension_thermal_compensation.csv,23,hidden_layers=8; neurons=400; seed=23; activation=TrainableReLU; init_coeff=3.0; full mesh; n_rprop=300; n_lbfgs=1; load_case=tension; checkpoints every step,full,9,9,9,True,94.41127767786384,8,94.41127767786384,3.450374303916948e-06,0.036508958786726,"(0.00503098359331,0.00490684481338)",0.0041668526828289,0.0026316905859857,0.6315775445651298,notch_tip_region,False,False,positive deltaT branch crosses compensation region with interpretable shift
